Tick,Color,Tone,TimeDur,WordItem,WordColor,AnsLeft,AnsRight,AnsCorr,tick.thisRepN,tick.thisTrialN,tick.thisN,tick.thisIndex,stroop_trials.thisRepN,stroop_trials.thisTrialN,stroop_trials.thisN,stroop_trials.thisIndex,start_session_two,start_stress_one,end_stress_one,rating_evaluation_one.response,rating_evaluation_one.rt,rating_evaluation_two.response,rating_evaluation_two.rt,start_stress_two,key_resp_part_two_meas.keys,key_resp_part_two_meas.rt,key_resp_part_two_meas.started,key_resp_part_two_meas.stopped,end_stress_two,start_cooldown_measurement,end_cooldown_measurement,end_session_two,participant,session,date,expName,psychopyVersion,frameRate,
1,green,440,1.0,,,,,,0,0,0,0,,,,,2019-09-28_10:59:46,2019-09-28_11:01:27,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
2,green,440,1.0,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
3,green,440,1.0,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
4,green,440,1.0,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
5,green,440,1.0,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
6,green,440,1.0,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
7,green,440,1.0,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
8,green,440,1.0,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
9,green,440,1.0,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
10,green,440,1.0,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
11,green,440,1.0,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
12,green,440,1.0,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
13,green,440,1.0,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
14,green,440,1.0,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
15,green,440,1.0,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
16,green,440,1.0,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
17,green,440,1.0,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
18,green,440,1.0,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
19,green,440,1.0,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
20,green,440,1.0,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
21,green,440,1.0,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
22,green,440,1.0,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
23,green,440,1.0,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
24,green,440,1.0,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
25,green,440,1.0,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
26,green,440,1.0,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
27,green,440,1.0,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
28,green,440,1.0,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
29,green,440,1.0,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
30,green,440,1.0,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
31,green,440,1.0,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
32,green,440,1.0,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
33,green,440,1.0,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
34,green,440,1.0,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
35,green,440,1.0,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
36,green,440,1.0,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
37,green,440,1.0,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
38,green,440,1.0,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
39,green,440,1.0,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
40,green,440,1.0,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
41,green,440,1.0,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
42,green,440,1.0,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
43,green,440,1.0,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
44,green,440,1.0,,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
45,green,440,1.0,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
46,green,440,1.0,,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
47,green,440,1.0,,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
48,green,440,1.0,,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
49,green,440,1.0,,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,,,ar,002,2019_Sep_28_1059,StressSession,3.2.3,59.97558994452047,
