Tick,Color,Tone,TimeDur,WordItem,WordColor,AnsLeft,AnsRight,AnsCorr,tick.thisRepN,tick.thisTrialN,tick.thisN,tick.thisIndex,stroop_trials.thisRepN,stroop_trials.thisTrialN,stroop_trials.thisN,stroop_trials.thisIndex,start_session_two,start_stress_one,end_stress_one,rating_evaluation_one.response,rating_evaluation_one.rt,rating_evaluation_two.response,rating_evaluation_two.rt,start_stress_two,key_resp_part_two_meas.keys,key_resp_part_two_meas.rt,key_resp_part_two_meas.started,key_resp_part_two_meas.stopped,end_stress_two,start_cooldown_measurement,end_cooldown_measurement,end_session_two,participant,session,date,expName,psychopyVersion,frameRate,
1,green,440,1.0,,,,,,0,0,0,0,,,,,2019-09-28_09:31:52,2019-09-28_09:33:11,,,,,,,,,,,,,,,lb,002,2019_Sep_28_0931,StressSession,3.2.3,60.21781990231347,
2,green,440,1.0,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,lb,002,2019_Sep_28_0931,StressSession,3.2.3,60.21781990231347,
3,green,440,1.0,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,lb,002,2019_Sep_28_0931,StressSession,3.2.3,60.21781990231347,
4,green,440,1.0,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,lb,002,2019_Sep_28_0931,StressSession,3.2.3,60.21781990231347,
5,green,440,1.0,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,lb,002,2019_Sep_28_0931,StressSession,3.2.3,60.21781990231347,
6,green,440,1.0,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,lb,002,2019_Sep_28_0931,StressSession,3.2.3,60.21781990231347,
7,green,440,1.0,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,lb,002,2019_Sep_28_0931,StressSession,3.2.3,60.21781990231347,
8,green,440,1.0,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,lb,002,2019_Sep_28_0931,StressSession,3.2.3,60.21781990231347,
9,green,440,1.0,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,lb,002,2019_Sep_28_0931,StressSession,3.2.3,60.21781990231347,
10,green,440,1.0,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,lb,002,2019_Sep_28_0931,StressSession,3.2.3,60.21781990231347,
11,green,440,1.0,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,lb,002,2019_Sep_28_0931,StressSession,3.2.3,60.21781990231347,
12,green,440,1.0,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,lb,002,2019_Sep_28_0931,StressSession,3.2.3,60.21781990231347,
13,green,440,1.0,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,lb,002,2019_Sep_28_0931,StressSession,3.2.3,60.21781990231347,
14,green,440,1.0,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,lb,002,2019_Sep_28_0931,StressSession,3.2.3,60.21781990231347,
15,green,440,1.0,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,lb,002,2019_Sep_28_0931,StressSession,3.2.3,60.21781990231347,
16,green,440,1.0,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,lb,002,2019_Sep_28_0931,StressSession,3.2.3,60.21781990231347,
17,green,440,1.0,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,lb,002,2019_Sep_28_0931,StressSession,3.2.3,60.21781990231347,
18,green,440,1.0,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,lb,002,2019_Sep_28_0931,StressSession,3.2.3,60.21781990231347,
19,green,440,1.0,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,lb,002,2019_Sep_28_0931,StressSession,3.2.3,60.21781990231347,
20,green,440,1.0,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,lb,002,2019_Sep_28_0931,StressSession,3.2.3,60.21781990231347,
21,green,440,1.0,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,lb,002,2019_Sep_28_0931,StressSession,3.2.3,60.21781990231347,
22,green,440,1.0,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,lb,002,2019_Sep_28_0931,StressSession,3.2.3,60.21781990231347,
